RMS,Peak2Peak,Kurtosis,Skewness,Crest,Impulse,Shape,Clearance,SpectralEntropy,PeakFreq,FreqCentroid,BandEnergy,Wavelet_cA3,Wavelet_cD3,Wavelet_cD2,Wavelet_cD1,label,fault_size,filename,window_id
0.1157988772944475,0.9693027491841288,0.6177188073530235,-0.03772499628117515,4.241360604477881,5.404476307537186,1.274231741067083,3.6048752659703007,8.092990053822321,3433.59375,2747.983968430018,5885.216032499734,0.8784679652340976,0.7328775626298014,5.1291807200662305,7.31249607075097,Ball_021,0.021,222_0.mat,220
0.13002787124809614,0.8033474689593796,-0.12461779671695528,-0.007944950430090882,3.1294236931878148,3.897250504685522,1.2453572564076658,2.6383469534353345,7.808296554330523,3421.875,2710.3096914460716,8045.571049761476,0.784019605846357,0.496009053836876,6.503857025688321,9.702843646815811,Ball_007,0.007,118_0.mat,189
0.4683539284306921,4.045657766023709,4.134173076056872,0.16398682446821408,4.462261026236166,6.721679782980949,1.5063394417001557,3.6658373872055674,7.498826049548868,2812.5,2634.794743763262,110064.19477606256,6.061489135419556,1.7882540054374831,99.75797715350498,120.39980684672435,IR_021,0.021,211_2.mat,104
0.1752545260181908,2.803121601375621,21.90225773955646,0.201101179413776,8.235214041124218,14.982741686408547,1.8193506096610454,8.072830180375734,7.819972419649078,3375.0,2808.4774544082534,15012.629609974687,0.7495343552393151,0.8701247617317382,17.626045119732208,12.54050462708047,IR_014,0.014,171_2.mat,97
2.4790474925942156,17.55907176276067,0.3433488633499868,0.015398256540394261,3.559934760624578,4.562705939776632,1.2816824595336462,2.9280931331032938,7.492762626747202,2847.65625,3017.258503333166,3186061.5340692257,83.10534158596897,23.266500365705863,3218.9174078109622,3169.4979924078048,Ball_028,0.028,3008_3.mat,155
0.465333917668841,4.247271285498013,3.739644326584825,0.2550566153221544,4.899317874856901,7.255242682427573,1.4808679223818446,3.9215513673632008,7.522823569778927,2812.5,2636.650941937565,108208.89623118512,7.9297356906903556,2.6295642783266437,88.18510270252995,124.90698613626648,IR_021,0.021,211_2.mat,2
0.30442632268703895,2.5791264602118105,2.6508180071061584,-0.019685483406698897,4.265611462657915,6.005766504177072,1.407949729306771,3.5442031318663,7.91745563670179,2859.375,2664.7742306783894,38721.74115454577,3.4980165193723325,9.172327736834813,36.86087939727179,46.07099521506467,IR_007,0.007,107_2.mat,109
0.5355095891167879,5.510577024978405,5.245288224450896,0.02634531243249053,5.232765517994696,8.437521875787798,1.6124402759444172,4.050410614831012,7.416103245629845,3351.5625,3016.771154113104,147757.87843228132,1.5357947165118846,1.9505570784221322,106.3462204335272,184.30335471773213,OR_007,0.007,132@6_2.mat,153
0.1077349945497752,0.7191797210388233,0.24054877758916948,-0.051236773031594955,3.529088915048815,4.445578269287304,1.2596957391269956,2.9822850412627653,7.974164448956716,1382.8125,2438.082319242441,3728.299887687246,1.1121226607334465,2.6531607521893332,4.174801526620533,4.613583728187406,Ball_021,0.021,225_3.mat,188
2.1017443878489295,13.358503204000485,0.21966923069859545,0.022534908619929475,3.3096590160401265,4.291509234307729,1.29666204690849,2.601640644274909,7.337172726543242,3246.09375,2988.431848085643,2294535.157306862,44.619968241864456,7.5763782793358665,2648.7965984642196,2001.8073139656826,Ball_028,0.028,3005_0.mat,196
0.5850267577642921,5.717561207571099,4.828472256800111,0.025518669613588403,5.091135879667765,8.23305576729866,1.6171353430535291,4.056854195354761,7.420368153290967,2871.09375,3075.7698857533624,176218.76401073704,1.5351544202756986,3.012566794031214,140.9958153545212,205.26801988183792,OR_007,0.007,131@6_1.mat,131
0.458454395599492,4.954631732988409,5.606531928647444,0.20495233595750711,5.717755777064975,8.617272492153802,1.5071074785529226,4.638111304135636,7.533270182911935,2812.5,2619.0034078535864,104855.25321395214,5.687621668844267,2.875020988265264,125.08360036423957,88.03341234442507,IR_021,0.021,211_2.mat,120
0.16413677994287873,3.2814641415574175,30.136863892380674,0.16441145877819008,10.27811108511081,17.891614791839064,1.7407493111995465,9.949575419041064,7.903373689492504,3257.8125,2797.9490524369494,12758.43528217512,1.0567410332937301,1.114601745835158,12.910524534042892,12.892106509058575,IR_014,0.014,171_2.mat,94
2.0440822601391155,19.177555734100697,2.2550687137018244,0.05560735067459573,4.981960974604976,6.902931323592711,1.3855851859899504,3.95472146795276,7.388415638468855,2824.21875,2898.1640346885224,2159901.264702779,13.894600828947532,19.70585962603686,2277.5381029038203,1998.583513588286,Ball_028,0.028,3005_0.mat,26
0.0913677300701039,0.5085907925042084,-0.2640606984153391,0.026753804808774904,2.8194174973609547,3.5293589587779066,1.2518043042867808,2.304322855891187,7.979572131929938,3515.625,2768.260134775363,3624.600492403788,0.9135078735130575,0.3800291010096556,2.0059261124733343,5.461202900428321,OR_014,0.014,198@6_1.mat,212
0.1671192595462343,2.518732428141526,14.201830641672323,-0.07012271906935512,7.561819957885838,12.07892627634505,1.597357030928586,6.842361958367384,7.878017004715378,3574.21875,2835.372222694618,13649.485430931829,0.701469595929346,0.7532053615940952,9.550379300676498,17.685631020016505,IR_014,0.014,171_2.mat,142
0.14696931104628017,0.8328176532321709,-0.19830331844660654,0.047282304444297964,2.9082010218140386,3.646099094841412,1.2537300783173155,2.376041972069273,7.8052934615090575,3386.71875,2774.8274849322497,10544.626046176392,0.9662035918330099,0.4790161076766446,7.251390495654512,13.830605996519362,Ball_007,0.007,119_1.mat,221
0.15979064016144998,2.316332123145302,13.538258750398086,0.013005416117656515,7.753058717669966,12.494433734182365,1.6115489626960195,6.967458196667323,7.970151401512774,3468.75,2840.7935051571017,12225.250744183857,1.1560003020957905,0.840774324305545,9.661302163907294,14.908586670299844,IR_014,0.014,171_2.mat,137
